timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1618845965791,49,api/areas/sub-district/32.17,200,OK,Thread Group 1-20,text,true,,1938,613,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/sub-district/32.17,48,0,0
1618845965840,17,api/areas/village/32.17.09,200,OK,Thread Group 1-20,text,true,,1288,611,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/village/32.17.09,17,0,0
1618845965858,322,api/areas/hospital,200,OK,Thread Group 1-20,text,true,,183448,617,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/hospital?rs_jabar=true,33,0,0
1618845966180,30,api/country,200,OK,Thread Group 1-20,text,true,,8954,596,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/country,18,0,0
1618845965641,565,Pelaporan_Production,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-20,,true,,198548,3565,1,1,null,263,4,48
1618845966643,179,api/login,200,OK,Thread Group 1-21,text,true,,1113,520,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/login,179,0,46
1618845966821,30,api/areas/district-city,200,OK,Thread Group 1-21,text,true,,1807,608,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/district-city,30,0,0
1618845966851,24,api/areas/sub-district/32.17,200,OK,Thread Group 1-21,text,true,,1938,613,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/sub-district/32.17,23,0,0
1618845966875,15,api/areas/village/32.17.09,200,OK,Thread Group 1-21,text,true,,1288,611,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/village/32.17.09,15,0,0
1618845966891,343,api/areas/hospital,200,OK,Thread Group 1-21,text,true,,183448,617,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/hospital?rs_jabar=true,23,0,0
